prompt_index,condition,prompt,target,prediction,correct,target_logit
56,random_ablation_4, red white blue black red white blue,black, black,1,13.665937423706055
57,full, blue black red white blue black red,white, white,1,14.29781723022461
57,induction_ablation, blue black red white blue black red,white, white,1,14.559341430664062
57,random_ablation_0, blue black red white blue black red,white, white,1,15.285909652709961
57,random_ablation_1, blue black red white blue black red,white, white,1,14.278229713439941
57,random_ablation_2, blue black red white blue black red,white, white,1,14.521270751953125
57,random_ablation_3, blue black red white blue black red,white, white,1,13.343558311462402
57,random_ablation_4, blue black red white blue black red,white, white,1,14.39426326751709
58,full, blue yellow black white blue yellow black,white, white,1,14.384130477905273
58,induction_ablation, blue yellow black white blue yellow black,white, white,1,14.905902862548828
58,random_ablation_0, blue yellow black white blue yellow black,white, white,1,14.41491985321045
58,random_ablation_1, blue yellow black white blue yellow black,white, white,1,14.330512046813965
58,random_ablation_2, blue yellow black white blue yellow black,white, white,1,14.888988494873047
58,random_ablation_3, blue yellow black white blue yellow black,white, white,1,13.786365509033203
58,random_ablation_4, blue yellow black white blue yellow black,white, white,1,14.444144248962402
59,full, green red white blue green red white,blue, blue,1,14.834685325622559
59,induction_ablation, green red white blue green red white,blue, blue,1,15.490262031555176
59,random_ablation_0, green red white blue green red white,blue, blue,1,14.918863296508789
59,random_ablation_1, green red white blue green red white,blue, blue,1,14.82388973236084
59,random_ablation_2, green red white blue green red white,blue, blue,1,15.173853874206543
59,random_ablation_3, green red white blue green red white,blue, blue,1,14.503951072692871
59,random_ablation_4, green red white blue green red white,blue, blue,1,15.044685363769531
60,full, yellow green white red yellow green white,red, red,1,14.584619522094727
60,induction_ablation, yellow green white red yellow green white,red, red,1,14.940845489501953
60,random_ablation_0, yellow green white red yellow green white,red, red,1,14.728841781616211
60,random_ablation_1, yellow green white red yellow green white,red, red,1,14.600958824157715
60,random_ablation_2, yellow green white red yellow green white,red, red,1,14.88211441040039
60,random_ablation_3, yellow green white red yellow green white,red, red,1,14.078832626342773
60,random_ablation_4, yellow green white red yellow green white,red, red,1,14.76407527923584
61,full, red green black blue red green black,blue, blue,1,14.654891014099121
61,induction_ablation, red green black blue red green black,blue, blue,1,14.978666305541992
61,random_ablation_0, red green black blue red green black,blue, blue,1,15.648058891296387
61,random_ablation_1, red green black blue red green black,blue, blue,1,14.560409545898438
61,random_ablation_2, red green black blue red green black,blue, blue,1,14.970184326171875
61,random_ablation_3, red green black blue red green black,blue, blue,1,14.540616989135742
61,random_ablation_4, red green black blue red green black,blue, blue,1,14.868890762329102
62,full, green red yellow white green red yellow,white, green,0,13.43764877319336
62,induction_ablation, green red yellow white green red yellow,white, white,1,14.662137985229492
62,random_ablation_0, green red yellow white green red yellow,white, yellow,0,13.148675918579102
62,random_ablation_1, green red yellow white green red yellow,white, green,0,13.495767593383789
62,random_ablation_2, green red yellow white green red yellow,white, green,0,13.928537368774414
62,random_ablation_3, green red yellow white green red yellow,white, green,0,12.818700790405273
62,random_ablation_4, green red yellow white green red yellow,white, green,0,13.59687614440918
63,full, yellow green black red yellow green black,red, red,1,14.816312789916992
63,induction_ablation, yellow green black red yellow green black,red, red,1,14.8336181640625
63,random_ablation_0, yellow green black red yellow green black,red, red,1,14.89577865600586
63,random_ablation_1, yellow green black red yellow green black,red, red,1,14.8323335647583
63,random_ablation_2, yellow green black red yellow green black,red, red,1,15.099716186523438
63,random_ablation_3, yellow green black red yellow green black,red, red,1,14.454010963439941
63,random_ablation_4, yellow green black red yellow green black,red, red,1,14.902602195739746
64,full, blue yellow white black blue yellow white,black, black,1,13.752216339111328
64,induction_ablation, blue yellow white black blue yellow white,black, black,1,14.314994812011719
64,random_ablation_0, blue yellow white black blue yellow white,black, black,1,13.547019004821777
64,random_ablation_1, blue yellow white black blue yellow white,black, black,1,13.753358840942383
64,random_ablation_2, blue yellow white black blue yellow white,black, black,1,13.944742202758789
64,random_ablation_3, blue yellow white black blue yellow white,black, black,1,13.341442108154297
64,random_ablation_4, blue yellow white black blue yellow white,black, black,1,13.861820220947266
65,full, green yellow blue white green yellow blue,white, blue,0,13.513959884643555
65,induction_ablation, green yellow blue white green yellow blue,white, white,1,14.526896476745605
65,random_ablation_0, green yellow blue white green yellow blue,white, blue,0,13.737262725830078
65,random_ablation_1, green yellow blue white green yellow blue,white, green,0,13.479259490966797
65,random_ablation_2, green yellow blue white green yellow blue,white, blue,0,14.133965492248535
65,random_ablation_3, green yellow blue white green yellow blue,white, green,0,12.894438743591309
65,random_ablation_4, green yellow blue white green yellow blue,white, blue,0,13.65423583984375
66,full, green black red yellow green black red,yellow, yellow,1,13.60870361328125
66,induction_ablation, green black red yellow green black red,yellow, yellow,1,13.921834945678711
66,random_ablation_0, green black red yellow green black red,yellow, yellow,1,13.939233779907227
66,random_ablation_1, green black red yellow green black red,yellow, red,0,13.442619323730469
66,random_ablation_2, green black red yellow green black red,yellow, yellow,1,14.043787002563477
66,random_ablation_3, green black red yellow green black red,yellow, green,0,12.99682331085205
66,random_ablation_4, green black red yellow green black red,yellow, yellow,1,13.793530464172363
67,full, green blue black red green blue black,red, red,1,14.49139404296875
67,induction_ablation, green blue black red green blue black,red, red,1,14.542777061462402
67,random_ablation_0, green blue black red green blue black,red, red,1,14.727912902832031
67,random_ablation_1, green blue black red green blue black,red, red,1,14.495667457580566
67,random_ablation_2, green blue black red green blue black,red, red,1,14.747034072875977
67,random_ablation_3, green blue black red green blue black,red, red,1,14.276464462280273
67,random_ablation_4, green blue black red green blue black,red, red,1,14.59560489654541
68,full, blue white black yellow blue white black,yellow, black,0,12.41943073272705
68,induction_ablation, blue white black yellow blue white black,yellow, black,0,12.752364158630371
68,random_ablation_0, blue white black yellow blue white black,yellow, black,0,12.076495170593262
68,random_ablation_1, blue white black yellow blue white black,yellow, black,0,12.209071159362793
68,random_ablation_2, blue white black yellow blue white black,yellow, black,0,12.80178165435791
68,random_ablation_3, blue white black yellow blue white black,yellow, black,0,11.942647933959961
68,random_ablation_4, blue white black yellow blue white black,yellow, black,0,12.486128807067871
69,full, yellow white blue black yellow white blue,black, black,1,14.276275634765625
69,induction_ablation, yellow white blue black yellow white blue,black, black,1,14.453880310058594
69,random_ablation_0, yellow white blue black yellow white blue,black, black,1,14.735235214233398
69,random_ablation_1, yellow white blue black yellow white blue,black, black,1,14.268321990966797
69,random_ablation_2, yellow white blue black yellow white blue,black, black,1,14.512983322143555
69,random_ablation_3, yellow white blue black yellow white blue,black, black,1,13.736812591552734
69,random_ablation_4, yellow white blue black yellow white blue,black, black,1,14.415897369384766
70,full, red black green white red black green,white, white,1,13.758610725402832
70,induction_ablation, red black green white red black green,white, white,1,13.961713790893555
70,random_ablation_0, red black green white red black green,white, white,1,14.589801788330078
70,random_ablation_1, red black green white red black green,white, white,1,13.801025390625
70,random_ablation_2, red black green white red black green,white, white,1,14.03502368927002
70,random_ablation_3, red black green white red black green,white, white,1,13.303239822387695
70,random_ablation_4, red black green white red black green,white, white,1,13.885128021240234
71,full, red yellow green black red yellow green,black, green,0,13.296154022216797
71,induction_ablation, red yellow green black red yellow green,black, green,0,13.878662109375
71,random_ablation_0, red yellow green black red yellow green,black, blue,0,13.489521026611328
71,random_ablation_1, red yellow green black red yellow green,black, green,0,13.33930778503418
71,random_ablation_2, red yellow green black red yellow green,black, green,0,13.625003814697266
71,random_ablation_3, red yellow green black red yellow green,black, green,0,13.033594131469727
71,random_ablation_4, red yellow green black red yellow green,black, green,0,13.342866897583008
72,full, green red blue white green red blue,white, blue,0,13.329548835754395
72,induction_ablation, green red blue white green red blue,white, white,1,14.241273880004883
72,random_ablation_0, green red blue white green red blue,white, blue,0,13.360966682434082
72,random_ablation_1, green red blue white green red blue,white, blue,0,13.329630851745605
72,random_ablation_2, green red blue white green red blue,white, blue,0,13.750879287719727
72,random_ablation_3, green red blue white green red blue,white, blue,0,12.540739059448242
72,random_ablation_4, green red blue white green red blue,white, blue,0,13.603392601013184
73,full, white black yellow red white black yellow,red, red,1,14.13177490234375
73,induction_ablation, white black yellow red white black yellow,red, red,1,14.873655319213867
73,random_ablation_0, white black yellow red white black yellow,red, red,1,14.367669105529785
73,random_ablation_1, white black yellow red white black yellow,red, red,1,14.057783126831055
73,random_ablation_2, white black yellow red white black yellow,red, red,1,14.399320602416992
73,random_ablation_3, white black yellow red white black yellow,red, red,1,13.503046035766602
73,random_ablation_4, white black yellow red white black yellow,red, red,1,14.209840774536133
74,full, yellow black white green yellow black white,green, green,1,13.038202285766602
74,induction_ablation, yellow black white green yellow black white,green, green,1,13.496490478515625
74,random_ablation_0, yellow black white green yellow black white,green, red,0,12.73436164855957
74,random_ablation_1, yellow black white green yellow black white,green, green,1,12.911808967590332
74,random_ablation_2, yellow black white green yellow black white,green, green,1,13.410235404968262
74,random_ablation_3, yellow black white green yellow black white,green, green,1,12.555667877197266
74,random_ablation_4, yellow black white green yellow black white,green, green,1,13.131693840026855
75,full, yellow black white green yellow black white,green, green,1,13.038202285766602
75,induction_ablation, yellow black white green yellow black white,green, green,1,13.496490478515625
75,random_ablation_0, yellow black white green yellow black white,green, red,0,12.73436164855957
75,random_ablation_1, yellow black white green yellow black white,green, green,1,12.911808967590332
75,random_ablation_2, yellow black white green yellow black white,green, green,1,13.410235404968262
75,random_ablation_3, yellow black white green yellow black white,green, green,1,12.555667877197266
75,random_ablation_4, yellow black white green yellow black white,green, green,1,13.131693840026855
76,full, white red black green white red black,green, black,0,13.406145095825195
76,induction_ablation, white red black green white red black,green, white,0,13.2137451171875
76,random_ablation_0, white red black green white red black,green, black,0,13.30507755279541
76,random_ablation_1, white red black green white red black,green, black,0,13.398109436035156
76,random_ablation_2, white red black green white red black,green, black,0,13.658527374267578
76,random_ablation_3, white red black green white red black,green, black,0,12.85855770111084
76,random_ablation_4, white red black green white red black,green, black,0,13.540804862976074
77,full, white yellow black red white yellow black,red, red,1,14.070804595947266
77,induction_ablation, white yellow black red white yellow black,red, red,1,14.450864791870117
77,random_ablation_0, white yellow black red white yellow black,red, red,1,14.364799499511719
77,random_ablation_1, white yellow black red white yellow black,red, red,1,14.060415267944336
77,random_ablation_2, white yellow black red white yellow black,red, red,1,14.492545127868652
77,random_ablation_3, white yellow black red white yellow black,red, black,0,13.368555068969727
77,random_ablation_4, white yellow black red white yellow black,red, red,1,14.112411499023438
78,full, green red blue yellow green red blue,yellow, yellow,1,14.32022762298584
78,induction_ablation, green red blue yellow green red blue,yellow, yellow,1,14.546123504638672
78,random_ablation_0, green red blue yellow green red blue,yellow, yellow,1,14.866767883300781
78,random_ablation_1, green red blue yellow green red blue,yellow, green,0,14.206884384155273
78,random_ablation_2, green red blue yellow green red blue,yellow, yellow,1,14.657037734985352
78,random_ablation_3, green red blue yellow green red blue,yellow, yellow,1,14.115165710449219
78,random_ablation_4, green red blue yellow green red blue,yellow, yellow,1,14.463515281677246
79,full, white red yellow blue white red yellow,blue, blue,1,14.410751342773438
79,induction_ablation, white red yellow blue white red yellow,blue, blue,1,15.292738914489746
79,random_ablation_0, white red yellow blue white red yellow,blue, blue,1,14.982078552246094
79,random_ablation_1, white red yellow blue white red yellow,blue, blue,1,14.392562866210938
79,random_ablation_2, white red yellow blue white red yellow,blue, blue,1,14.690385818481445
79,random_ablation_3, white red yellow blue white red yellow,blue, blue,1,14.125509262084961
79,random_ablation_4, white red yellow blue white red yellow,blue, blue,1,14.504644393920898
80,full, blue white green red blue white green,red, red,1,14.250616073608398
80,induction_ablation, blue white green red blue white green,red, red,1,14.520171165466309
80,random_ablation_0, blue white green red blue white green,red, red,1,14.320234298706055
80,random_ablation_1, blue white green red blue white green,red, red,1,14.243013381958008
80,random_ablation_2, blue white green red blue white green,red, red,1,14.633694648742676
80,random_ablation_3, blue white green red blue white green,red, red,1,13.771392822265625
80,random_ablation_4, blue white green red blue white green,red, red,1,14.430554389953613
81,full, red green black white red green black,white, white,1,13.698796272277832
81,induction_ablation, red green black white red green black,white,"
",0,13.968615531921387
81,random_ablation_0, red green black white red green black,white, white,1,14.300115585327148
81,random_ablation_1, red green black white red green black,white, white,1,13.64015007019043
81,random_ablation_2, red green black white red green black,white, white,1,14.019372940063477
81,random_ablation_3, red green black white red green black,white,"
",0,13.311972618103027
81,random_ablation_4, red green black white red green black,white, white,1,13.899045944213867
82,full, red black green white red black green,white, white,1,13.758610725402832
82,induction_ablation, red black green white red black green,white, white,1,13.961713790893555
82,random_ablation_0, red black green white red black green,white, white,1,14.589801788330078
82,random_ablation_1, red black green white red black green,white, white,1,13.801025390625
82,random_ablation_2, red black green white red black green,white, white,1,14.03502368927002
82,random_ablation_3, red black green white red black green,white, white,1,13.303239822387695
82,random_ablation_4, red black green white red black green,white, white,1,13.885128021240234
83,full, red green blue yellow red green blue,yellow, blue,0,13.98601245880127
83,induction_ablation, red green blue yellow red green blue,yellow, yellow,1,14.452596664428711
83,random_ablation_0, red green blue yellow red green blue,yellow, yellow,1,15.013374328613281
83,random_ablation_1, red green blue yellow red green blue,yellow, blue,0,13.91275405883789
83,random_ablation_2, red green blue yellow red green blue,yellow, blue,0,14.2056884765625
83,random_ablation_3, red green blue yellow red green blue,yellow, yellow,1,13.86345386505127
83,random_ablation_4, red green blue yellow red green blue,yellow, blue,0,14.14705753326416
84,full, red yellow black white red yellow black,white, white,1,14.028593063354492
84,induction_ablation, red yellow black white red yellow black,white, white,1,14.767505645751953
84,random_ablation_0, red yellow black white red yellow black,white, white,1,14.398984909057617
84,random_ablation_1, red yellow black white red yellow black,white, white,1,14.028687477111816
84,random_ablation_2, red yellow black white red yellow black,white, white,1,14.441060066223145
84,random_ablation_3, red yellow black white red yellow black,white, black,0,13.32847785949707
84,random_ablation_4, red yellow black white red yellow black,white, white,1,14.08573055267334
85,full, red white blue black red white blue,black, black,1,13.467153549194336
85,induction_ablation, red white blue black red white blue,black, black,1,14.062017440795898
85,random_ablation_0, red white blue black red white blue,black, blue,0,13.968928337097168
85,random_ablation_1, red white blue black red white blue,black, black,1,13.490301132202148
85,random_ablation_2, red white blue black red white blue,black, black,1,13.613649368286133
85,random_ablation_3, red white blue black red white blue,black, blue,0,12.890515327453613
85,random_ablation_4, red white blue black red white blue,black, black,1,13.665937423706055
86,full, blue black white red blue black white,red, red,1,13.844269752502441
86,induction_ablation, blue black white red blue black white,red, red,1,14.318645477294922
86,random_ablation_0, blue black white red blue black white,red, red,1,13.854825973510742
86,random_ablation_1, blue black white red blue black white,red, red,1,13.827310562133789
86,random_ablation_2, blue black white red blue black white,red, red,1,14.058189392089844
86,random_ablation_3, blue black white red blue black white,red, red,1,13.100711822509766
86,random_ablation_4, blue black white red blue black white,red, red,1,13.96373462677002
87,full, red yellow white black red yellow white,black, black,1,13.260994911193848
87,induction_ablation, red yellow white black red yellow white,black, black,1,14.125171661376953
87,random_ablation_0, red yellow white black red yellow white,black, black,1,13.425175666809082
87,random_ablation_1, red yellow white black red yellow white,black, black,1,13.272666931152344
87,random_ablation_2, red yellow white black red yellow white,black, black,1,13.350119590759277
87,random_ablation_3, red yellow white black red yellow white,black, black,1,12.769173622131348
87,random_ablation_4, red yellow white black red yellow white,black, black,1,13.34131145477295
88,full, red green white yellow red green white,yellow, yellow,1,13.638350486755371
88,induction_ablation, red green white yellow red green white,yellow, yellow,1,14.462455749511719
88,random_ablation_0, red green white yellow red green white,yellow, yellow,1,13.817168235778809
88,random_ablation_1, red green white yellow red green white,yellow, yellow,1,13.608930587768555
88,random_ablation_2, red green white yellow red green white,yellow, yellow,1,13.962125778198242
88,random_ablation_3, red green white yellow red green white,yellow, yellow,1,13.255590438842773
88,random_ablation_4, red green white yellow red green white,yellow, yellow,1,13.818547248840332
89,full, black white blue yellow black white blue,yellow, yellow,1,13.310201644897461
89,induction_ablation, black white blue yellow black white blue,yellow, black,0,13.291062355041504
89,random_ablation_0, black white blue yellow black white blue,yellow, yellow,1,14.03779411315918
89,random_ablation_1, black white blue yellow black white blue,yellow, yellow,1,13.169596672058105
89,random_ablation_2, black white blue yellow black white blue,yellow, yellow,1,13.6282958984375
89,random_ablation_3, black white blue yellow black white blue,yellow, yellow,1,13.087946891784668
89,random_ablation_4, black white blue yellow black white blue,yellow, yellow,1,13.464814186096191
90,full, green yellow blue red green yellow blue,red, green,0,14.32738971710205
90,induction_ablation, green yellow blue red green yellow blue,red, green,0,14.967538833618164
90,random_ablation_0, green yellow blue red green yellow blue,red, green,0,14.450322151184082
90,random_ablation_1, green yellow blue red green yellow blue,red, green,0,14.293659210205078
90,random_ablation_2, green yellow blue red green yellow blue,red, green,0,14.730220794677734
90,random_ablation_3, green yellow blue red green yellow blue,red, green,0,13.939104080200195
90,random_ablation_4, green yellow blue red green yellow blue,red, green,0,14.401086807250977
91,full, white green yellow black white green yellow,black, black,1,14.546172142028809
91,induction_ablation, white green yellow black white green yellow,black, black,1,15.040522575378418
91,random_ablation_0, white green yellow black white green yellow,black, black,1,14.552492141723633
91,random_ablation_1, white green yellow black white green yellow,black, black,1,14.583854675292969
91,random_ablation_2, white green yellow black white green yellow,black, black,1,14.781929969787598
91,random_ablation_3, white green yellow black white green yellow,black, black,1,14.091839790344238
91,random_ablation_4, white green yellow black white green yellow,black, black,1,14.656607627868652
92,full, yellow white green blue yellow white green,blue, blue,1,14.742445945739746
92,induction_ablation, yellow white green blue yellow white green,blue, blue,1,15.083855628967285
92,random_ablation_0, yellow white green blue yellow white green,blue, blue,1,15.11091423034668
92,random_ablation_1, yellow white green blue yellow white green,blue, blue,1,14.697969436645508
92,random_ablation_2, yellow white green blue yellow white green,blue, blue,1,15.239324569702148
92,random_ablation_3, yellow white green blue yellow white green,blue, blue,1,14.486618995666504
92,random_ablation_4, yellow white green blue yellow white green,blue, blue,1,14.901476860046387
93,full, green black blue yellow green black blue,yellow, yellow,1,13.998817443847656
93,induction_ablation, green black blue yellow green black blue,yellow, yellow,1,14.238531112670898
93,random_ablation_0, green black blue yellow green black blue,yellow, yellow,1,14.61436653137207
93,random_ablation_1, green black blue yellow green black blue,yellow, yellow,1,13.818291664123535
93,random_ablation_2, green black blue yellow green black blue,yellow, yellow,1,14.45307445526123
93,random_ablation_3, green black blue yellow green black blue,yellow, yellow,1,13.914315223693848
93,random_ablation_4, green black blue yellow green black blue,yellow, yellow,1,14.160126686096191
94,full, yellow white red green yellow white red,green, green,1,14.1759033203125
94,induction_ablation, yellow white red green yellow white red,green, green,1,14.486513137817383
94,random_ablation_0, yellow white red green yellow white red,green, green,1,13.991987228393555
94,random_ablation_1, yellow white red green yellow white red,green, green,1,14.226696014404297
94,random_ablation_2, yellow white red green yellow white red,green, green,1,14.382707595825195
94,random_ablation_3, yellow white red green yellow white red,green, green,1,13.546219825744629
94,random_ablation_4, yellow white red green yellow white red,green, green,1,14.355175018310547
95,full, blue yellow red green blue yellow red,green, red,0,14.07973861694336
95,induction_ablation, blue yellow red green blue yellow red,green, red,0,14.678244590759277
95,random_ablation_0, blue yellow red green blue yellow red,green, green,1,14.330436706542969
95,random_ablation_1, blue yellow red green blue yellow red,green, red,0,14.120126724243164
95,random_ablation_2, blue yellow red green blue yellow red,green, red,0,14.329197883605957
95,random_ablation_3, blue yellow red green blue yellow red,green, green,1,13.63116455078125
95,random_ablation_4, blue yellow red green blue yellow red,green, green,1,14.260870933532715
